word,id,sense,polarity,subjectivity,confidence
haarscherp,r_a-11592,heel scherp of duidelijk,0.4,0.9,1.0
haastig,r_a-11593,in haast,-0.1,0.4,1.0
hachelijk,r_a-11595,gevaarlijk,-0.5,1.0,0.7
half,r_a-11596,voor de helft,-0.1,0.1,1.0
halfautomatisch,r_a-11713,semi-automatisch,-0.1,0.4,0.7
halfbakken,r_a-11597,gebrekkig,-0.6,0.9,0.7
halfdood,r_a-11765,zowat dood,-0.4,0.6,0.7
halfhartig,r_a-11714,niet van harte,-0.6,0.9,0.7
halfleeg,r_a-11770,voor de helft leeg,-0.3,0.5,0.7
halfnaakt,r_a-11773,halfbloot,0.1,0.1,0.7
hallucinant,r_a-11780,betoverend,0.6,0.8,0.7
hallucinant,r_a-17355,schokkend,-0.6,0.9,0.7
halsstarrig,r_a-11602,koppig,-0.8,1.0,0.7
halve,,,0.0,0.1,1.0
handig,d_a-105100,gewiekst,0.4,0.9,1.0
handig,r_a-11604,vaardig,0.6,0.9,1.0
handig,r_a-11605,handzaam,0.6,0.8,1.0
handtastelijk,r_a-11606,anderen ongewenst aanrakend,-0.3,0.9,0.7
handzaam,r_a-11718,makkelijk in het gebruik,0.4,0.7,1.0
hanig,r_a-11607,als (van) een haantje,-0.7,1.0,0.7
happig,r_a-11608,tuk,0.5,0.9,0.7
hard,c_545575,intens,0.1,0.9,0.7
hard,r_a-11612,van karakter,0.0,0.9,1.0
hard,r_a-11614,met fysieke kracht,0.1,0.7,1.0
hard,r_a-11615,van kleur,-0.2,0.7,1.0
hardhandig,r_a-11617,ruw,-0.6,0.9,0.7
hardleers,r_a-11619,volhardend in dezelfde fout,-0.8,0.9,0.7
hardnekkig,r_a-11620,koppig,-0.2,0.9,0.7
hardvochtig,r_a-11621,wreed,-0.5,0.7,0.7
hardwerkend,r_a-11720,ijverig,0.4,0.8,0.7
harkerig,r_a-11622,houterig,-0.1,0.2,0.7
harmonieus,r_a-11623,"goed passend, in harmonie",0.6,1.0,0.7
harmonisch,r_a-11624,harmonieus,0.3,0.4,0.7
hartelijk,r_a-11625,vriendelijk,0.7,1.0,1.0
hartig,r_a-11791,pittig,0.7,0.9,0.7
hartstochtelijk,d_a-106283,met intensiteit,0.3,0.9,0.7
hartstochtelijk,r_a-11628,vurig,0.6,1.0,0.8
hartveroverend,r_a-11629,allerliefst,0.2,0.9,0.7
hartverscheurend,r_a-11630,hartbrekend,-0.2,1.0,1.0
hartverwarmend,r_a-11631,weldadig,0.8,1.0,1.0
hartvormig,r_a-11793,met de vorm van een hart,0.2,0.2,0.7
hatelijk,r_a-11632,grievend,-0.5,0.9,0.7
hatelijk,r_a-11834,verfoeilijk,-0.5,0.9,0.7
hautain,r_a-11633,hooghartig,-0.9,1.0,1.0
haveloos,r_a-11634,sjofel,-0.4,1.0,0.7
hebberig,r_a-11635,hebzuchtig,-0.4,0.6,0.7
hecht,r_a-11637,"solide, onverbrekelijk",0.4,0.8,1.0
hectisch,r_a-11638,druk,-0.4,0.7,0.9
hedendaags,r_a-11639,modern,0.2,0.5,1.0
hedonistisch,r_a-11794,genotzuchtig,-0.3,0.8,0.7
heel,r_a-11640,compleet,0.1,0.4,1.0
heel,r_a-11641,niet kapot,0.2,0.4,1.0
heel,r_a-11833,aanzienlijk,0.1,0.9,1.0
heerlijk,r_a-11642,heel lekker smakend,0.9,1.0,1.0
heerlijk,r_a-11643,heel prettig,0.9,1.0,1.0
heerlijk,r_a-11835,v.d. heer,0.0,0.1,1.0
hees,r_a-11724,schor,-0.3,0.6,0.9
heet,r_a-16586,zeer warm,0.1,0.6,1.0
heet,r_a-16588,van voedsel,-0.1,0.5,1.0
heet,r_a-16589,van mensen,0.1,0.6,1.0
heetgebakerd,r_a-16591,ongeduldig,-0.4,0.6,0.7
heftig,r_a-16593,"hevig, erg",0.1,0.9,1.0
heilig,r_a-16597,sacraal,0.2,0.6,1.0
heilig,r_a-16599,fig.: onaantastbaar,-0.6,0.9,0.7
heilloos,d_a-107367,,-0.6,0.8,0.7
heimelijk,r_a-16602,stiekem,-0.4,0.7,0.7
helblauw,r_a-11796,felblauw,0.0,0.1,0.7
helder,d_a-107610,zonder wolken,0.1,0.1,1.0
helder,r_a-16603,van vaste of vloeibare stoffen,0.0,0.0,1.0
helder,r_a-16604,van licht en kleuren,0.1,0.3,1.0
helder,r_a-16605,goed waarneembaar,0.3,0.6,1.0
helder,r_a-16607,"van ideeën, formulering",0.6,0.9,1.0
heldhaftig,r_a-16608,heroïsch,0.7,1.0,0.7
hels,r_a-16609,als in de hel,0.0,0.7,0.7
helwit,r_a-11801,hagelwit,0.0,0.3,0.7
hemels,r_a-16611,van of uit de hemel,0.4,0.6,1.0
hemels,r_a-16612,schitterend,0.9,1.0,1.0
hemelsbreed,r_a-16613,zeer groot,0.2,0.7,0.7
hemeltergend,r_a-11804,hoogst ergerlijk,-0.4,1.0,0.7
herfstig,r_a-11807,herfstachtig,-0.4,0.6,0.7
herhaald,r_a-11725,meerdere,0.0,0.6,0.7
herkenbaar,r_a-11726,te herkennen,0.1,0.5,1.0
hermetisch,r_a-16616,luchtdicht,0.0,0.5,0.7
hersenloos,r_a-11808,dom,-0.7,1.0,0.7
heteroseksueel,r_a-11645,gericht op het andere geslacht,0.4,0.6,0.7
hetzelfde,d_a-409027,,0.0,0.3,1.0
heuristisch,r_a-11730,volgens de heuristiek,0.0,0.9,0.7
heus,r_a-11648,echt,0.1,0.6,1.0
heuvelachtig,r_a-11731,vol heuvels,0.0,0.4,0.7
heuvelig,r_a-11812,vol heuvels,0.0,0.1,0.7
hevig,r_a-11649,sterk,0.2,0.7,1.0
high,r_a-11732,onder invloed van drugs,0.0,0.3,0.7
hightech,r_a-11651,technologisch hoogontwikkeld,0.0,0.1,0.7
hilarisch,d_a-109727,,0.7,1.0,1.0
hinderlijk,r_a-11652,lastig,-0.6,0.9,1.0
hip,r_a-11653,modern,0.4,1.0,1.0
historisch,r_a-11655,geschiedkundig,0.0,0.0,1.0
hobbelig,r_a-11657,met veel hobbels,-0.3,0.6,0.7
hologig,r_a-11816,met diepliggende ogen,-0.1,0.2,0.7
homoseksueel,r_a-11666,seksueel gericht op zelfde geslacht,0.4,0.6,0.7
honderdjarig,r_a-11736,van honderd jaar,0.1,0.2,0.7
honds,r_a-11667,onbeschoft,-0.8,0.9,0.7
hondsdol,r_a-11737,lijdend aan hondsdolheid,-0.3,0.8,1.0
hongerig,r_a-11668,honger hebbend,0.5,1.0,0.7
hoofdstedelijk,r_a-11738,van de hoofdstad,0.0,0.1,0.7
hoofs,r_a-11673,hoffelijk,0.0,0.9,0.7
hoog,r_a-11675,(tot) ver boven de grond,0.0,0.3,1.0
hoog,r_a-11676,aanzienlijk,0.2,0.9,1.0
hoog,r_a-11677,van geluid,0.0,0.4,1.0
hoog,r_a-11678,ver in rang,0.2,0.6,1.0
hoogbegaafd,r_a-11739,buitengewoon begaafd,0.2,0.2,0.7
hoogbejaard,r_a-11740,heel bejaard,-0.1,0.4,0.7
hoogblond,r_a-11679,lichtblond,0.0,0.1,0.7
hoogdravend,r_a-11680,bombastisch,-0.6,1.0,1.0
hooggeplaatst,r_a-11744,voornaam,0.6,1.0,0.7
hooggespannen,r_a-11682,,-0.1,0.6,1.0
hooghartig,r_a-11683,arrogant,-0.9,1.0,0.7
hoogmoedig,r_a-11685,verwaand,-0.9,1.0,0.7
hoognodig,r_a-11746,dringend nodig,0.3,0.9,0.7
hoogstaand,r_a-11686,"verheven, goed",0.6,0.9,1.0
hoogstwaarschijnlijk,r_a-11749,zeer waarschijnlijk,0.1,0.9,0.7
hoogwaardig,r_a-11750,van hoog gehalte,0.6,0.9,0.7
hoogwaardig,r_a-11839,eerbiedwaardig,0.6,0.9,0.7
hoogzwanger,r_a-11821,vergevorderd zwanger,0.0,0.1,0.7
hoopgevend,r_a-11688,hoopvol stemmend,0.6,0.8,0.7
hoopvol,r_a-11689,vervuld van hoop,0.4,0.7,1.0
hoopvol,r_a-11842,veelbelovend,0.6,0.9,1.0
hoorbaar,r_a-11751,te horen,0.0,0.3,0.7
hopeloos,r_a-11690,uitzichtloos,-0.6,1.0,1.0
horizontaal,r_a-11692,evenwijdig aan de horizon,-0.3,0.7,0.7
houterig,r_a-11696,"stijf, niet vloeiend",-0.4,0.7,1.0
hovaardig,r_a-11824,hoogmoedig,-0.9,1.0,1.0
huidig,r_a-11753,van nu,0.0,0.1,1.0
huiselijk,r_a-11754,knus,0.5,0.9,1.0
huiselijk,r_a-11844,graag thuis zijnde,0.4,0.6,1.0
huiselijk,r_a-11846,"mbt. gezin, huishouden",0.0,0.1,1.0
huishoudelijk,r_a-11848,mbt. dagelijkse aangelegenheden,0.6,0.9,0.7
huiverig,r_a-11698,terugdeinzend,-0.5,0.7,1.0
huiveringwekkend,r_a-11755,ijzingwekkend,-0.6,1.0,1.0
hulpeloos,r_a-11700,machteloos,-0.5,0.9,0.7
humaan,r_a-11702,menselijk,0.5,0.7,0.7
humanistisch,r_a-11703,van het humanisme,0.0,0.4,0.7
humeurig,r_a-11704,(gauw) uit zijn humeur,-0.4,0.7,0.7
humoristisch,r_a-11705,geestig,0.6,1.0,1.0
humorvol,,,0.7,1.0,1.0
hups,r_a-11759,aardig,0.3,0.9,0.7
huwbaar,r_a-11827,leeftijd hebbend om te trouwen,0.4,0.9,0.7
hyperactief,r_a-11828,overactief,-0.5,0.6,0.7
hypermodern,r_a-11762,supermodern,0.6,0.9,0.7
hypnotisch,r_a-11708,mbt. hypnose,0.1,0.7,0.7
hypocriet,r_a-11709,huichelachtig,-0.9,1.0,1.0
hypothetisch,r_a-11710,speculatief,-0.3,0.5,0.7
ideaal,r_a-11853,perfect,0.9,1.0,1.0
idealistisch,r_a-11854,vol idealen,0.5,0.9,0.7
ideëel,r_a-11856,uit idealisme,0.6,0.8,0.7
idioot,r_a-11858,zwakzinnig,-0.8,1.0,0.8
idioot,r_a-11859,belachelijk,-0.8,1.0,0.9
idioten,,,-0.6,0.7,0.8
idolaat,r_a-11860,gek van iemand of iets,0.3,0.8,0.7
ijl,r_a-11867,dun,-0.1,0.4,0.7
ijselijk,r_a-11868,verschrikkelijk,-0.9,1.0,0.7
ijskoud,r_a-11869,heel koud,-0.5,0.6,1.0
ijskoud,r_a-12046,ongevoelig,-0.9,1.0,1.0
ijsvrij,r_a-11968,vrij van ijs,0.4,0.6,0.7
ijzersterk,r_a-11872,heel sterk,0.9,0.9,1.0
ijzersterk,r_a-11873,erg goed,1.0,1.0,1.0
ijzig,r_a-11874,heel koud,-0.4,0.7,1.0
ijzig,r_a-11875,zonder emotie,-0.6,0.9,1.0
ijzig,r_a-12049,bedekt met ijs,-0.1,0.1,1.0
ijzingwekkend,r_a-11876,griezelig,-0.7,0.9,0.7
illegaal,r_a-11877,onwettig,-0.6,0.8,0.7
illusoir,r_a-11969,denkbeeldig,-0.1,0.3,0.7
illuster,r_a-11878,beroemd,0.7,0.9,0.7
illustratief,r_a-11879,verduidelijkend,0.4,0.9,0.7
immens,r_a-11883,enorm,0.2,0.9,1.0
immoreel,r_a-11884,in strijd met morele principes,-0.6,0.9,0.7
immunologisch,r_a-11971,de immunologie betreffend,0.0,0.1,0.7
imperialistisch,r_a-11886,het imperialisme betreffend,-0.3,0.7,0.7
impertinent,r_a-11887,brutaal,-0.5,0.9,0.7
impliciet,r_a-11888,niet expliciet,0.1,0.7,0.7
impopulair,r_a-11972,niet populair,-0.4,0.7,0.7
imposant,r_a-11889,indrukwekkend,0.6,1.0,1.0
impressief,d_a-119631,,0.6,1.0,0.7
impressionistisch,r_a-11973,zoals bij het impressionisme,0.0,0.2,0.7
improductief,r_a-11974,niet productief,-0.2,0.4,0.7
impulsief,r_a-11891,geneigd impulsen te volgen,0.0,0.9,0.7
incidenteel,r_a-11894,niet frequent,0.1,0.7,0.7
inclusief,,,0.0,0.2,1.0
incoherent,r_a-11975,onsamenhangend,-0.5,0.8,0.9
inconsequent,r_a-11978,niet consequent,-0.8,0.9,0.7
incorrect,r_a-12058,ongepast,-0.5,0.9,0.7
indirect,r_a-11896,niet direct,0.0,0.1,1.0
indiscreet,r_a-12022,"onbescheiden, onkies",-0.2,0.9,0.7
indringend,r_a-11900,een diepe indruk achterlatend,0.5,1.0,1.0
indrukwekkend,r_a-11901,imponerend,0.6,1.0,1.0
industrieel,r_a-11902,industrie betreffend,0.4,0.7,0.7
ineffectief,r_a-11980,niet effectief,-0.5,0.9,0.7
infantiel,r_a-11905,erg kinderachtig,-0.7,1.0,0.7
inferieur,r_a-11906,minderwaardig,-0.8,0.9,0.7
inflatoir,r_a-11982,leidend tot inflatie,-0.2,0.3,0.7
informatief,r_a-11907,informatie bevattend,0.3,0.4,1.0
infrastructureel,r_a-11983,de infrastructuur betreffend,0.6,0.9,0.7
ingeboren,r_a-12025,aangeboren,0.0,0.1,0.7
ingenieus,r_a-11916,vernuftig,0.7,0.9,1.0
ingetogen,r_a-11920,niet uitbundig,0.1,0.9,1.0
ingevroren,r_a-12030,bevroren ter conservering,-0.2,0.4,0.7
ingewikkeld,r_a-11922,niet eenvoudig,-0.3,0.8,1.0
ingrijpend,r_a-11923,van grote invloed,0.1,0.9,1.0
inhoudelijk,r_a-11927,de inhoud betreffend,0.0,0.0,1.0
inktzwart,r_a-11990,heel zwart,-0.1,0.3,0.7
innerlijk,r_a-11931,van binnen,0.0,0.3,1.0
innig,r_a-11932,diep in je hart,0.4,0.8,0.7
innig,r_a-11933,warm,0.3,0.8,0.7
insolvent,r_a-12035,onvoldoende geld bezittend,-0.1,0.3,0.7
inspannend,r_a-12036,erg vermoeiend,-0.3,0.8,0.7
inspirerend,r_a-12037,inspiratie gevend,0.5,0.9,0.7
instemmend,r_a-11994,van instemming getuigend,0.1,0.8,0.7
instinctief,r_a-11935,gevoelsmatig,0.0,0.6,0.7
instinctmatig,r_a-12039,instinctief,0.3,0.8,0.7
instructief,r_a-11936,leerzaam,0.6,0.8,0.9
instrumentaal,r_a-12071,met muziekinstrumenten,0.1,0.6,0.7
instrumenteel,r_a-11996,als instrument dienend,0.6,0.9,0.7
integer,r_a-11938,onkreukbaar,0.5,0.8,1.0
intellectueel,r_a-11940,verstandelijk,0.3,0.4,1.0
intelligent,r_a-11941,schrander,0.8,0.9,1.0
intens,r_a-11942,hevig,0.4,0.9,1.0
interessant,r_a-11946,interesse wekkend,0.7,0.9,1.0
interessant,r_a-12075,financieel aantrekkelijk,0.6,0.9,1.0
intergemeentelijk,r_a-12000,tussen gemeenten,0.0,0.1,0.7
internationaal,r_a-11949,verschillende landen betreffend,0.0,0.1,1.0
intiem,r_a-11950,erg persoonlijk,0.2,0.8,1.0
intiem,r_a-11951,erg vertrouwelijk,0.3,0.8,1.0
intiem,r_a-12079,seksualiteit betreffend,0.4,0.6,1.0
intolerant,r_a-11952,onverdraagzaam,-0.8,1.0,0.7
intrigerend,d_a-412260,,0.6,0.9,1.0
intrinsiek,r_a-12008,eigen aan iets,0.2,0.6,0.7
invalide,r_a-11956,gehandicapt,-0.1,0.4,0.7
inventief,r_a-11957,vindingrijk,0.5,0.8,1.0
invloedrijk,r_a-11958,invloed hebbend,0.8,1.0,0.7
inzichtelijk,r_a-11961,helder,0.4,0.7,1.0
ironisch,r_a-11962,met ironie,0.2,0.9,1.0
irrationeel,r_a-12011,niet rationeel,-0.6,0.8,0.7
irrelevant,r_a-12013,niet relevant,-0.3,0.9,0.7
irreëel,r_a-12083,onrealistisch,-0.4,0.8,0.8
irritant,r_a-11963,ergerlijk,-0.7,1.0,1.0
irritatie,r_n-18289,,-0.4,0.3,0.9
jachtig,r_a-12085,gejaagd,0.2,0.8,0.7
jaloers,r_a-12086,afgunstig,-0.6,1.0,1.0
jammer,r_a-12087,spijtig,-0.5,0.9,1.0
jammerlijk,r_a-12088,spijtig,-0.5,1.0,0.7
jarenlang,r_a-12278,gedurende zeer lange tijd,0.0,0.4,1.0
jarig,r_a-12089,gezegd van iemand op geboortedag,0.1,0.2,1.0
jazzy,r_a-12343,op jazz lijkend,0.1,0.4,0.7
jemig,,,0.3,0.9,1.0
jeugdig,r_a-12090,jong of jong lijkend,0.4,0.8,1.0
jolig,r_a-12092,uitgelaten,-0.4,1.0,0.9
jong,r_a-12093,van leeftijd,0.1,0.4,1.0
jong,r_a-12094,kort bestaand,0.1,0.4,1.0
jonggestorven,r_a-12346,vroeg gestorven,-0.1,0.2,0.7
journalistiek,r_a-12281,betreffende het werk van journalisten,0.1,0.1,0.7
juist,r_a-12098,meest geschikt,0.5,0.7,1.0
juridisch,r_a-12100,rechtskundig,0.0,0.0,1.0
justitieel,r_a-12101,gerechtelijk,0.0,0.0,0.7
juweeltje,,,0.6,0.8,0.9
kaarsrecht,r_a-12558,helemaal recht,0.1,0.3,0.7
kaduuk,r_a-12392,stuk,-0.4,0.6,0.7
kakelvers,r_a-12613,kersvers,0.2,0.4,0.7
kalm,r_a-12394,rustig,0.4,0.9,0.9
kankerverwekkend,r_a-12561,carcinogeen,-0.6,0.9,0.7
kansarm,r_a-12396,met weinig kansen om vooruit te komen,-0.1,0.1,0.7
kansloos,r_a-12562,zonder kans,-0.4,0.7,1.0
kansrijk,r_a-12563,met veel kans van slagen,0.3,0.8,0.7
kant-en-klaar,r_a-12397,klaar voor gebruik,0.6,0.6,0.7
kapot,r_a-12401,stuk,-0.4,0.4,1.0
kapot,r_a-12402,erg onder de indruk,-0.3,1.0,1.0
kardinaal,r_a-12404,belangrijkste,0.1,0.4,0.7
karig,r_a-12405,niet royaal,-0.3,0.4,0.7
karikaturaal,r_a-12617,als (van) een karikatuur,-0.3,0.7,0.7
katholiek,r_a-12406,rooms,0.0,0.1,1.0
katholiek,r_a-12686,goed,0.2,0.8,1.0
katoenen,r_a-12566,van katoen,0.0,0.0,0.7
katterig,r_a-12407,niet lekker,0.0,1.0,0.7
keigoed,r_a-12619,steengoed,1.0,1.0,0.8
keihard,r_a-12567,heel hard,0.1,0.7,1.0
keiig,d_a-132455,,0.7,0.9,0.7
kenmerkend,r_a-12413,typerend,0.0,0.1,0.7
kennelijk,r_a-12568,klaarblijkelijk,0.0,0.6,1.0
kerks,r_a-12416,vaak naar de kerk gaand,0.0,0.4,0.7
kerngezond,r_a-12570,helemaal gezond,0.6,0.7,0.7
kernwapenvrij,r_a-12571,vrij van kernwapens,0.4,0.6,0.7
ketters,r_a-12573,(als) van een ketter,-0.6,0.9,0.7
keurig,r_a-12418,netjes,0.4,0.9,1.0
kien,d_a-133980,,0.8,0.9,0.7
kies,r_a-12420,tactvol,0.0,0.9,0.7
kiesgerechtigd,r_a-12622,kiesrecht hebbend,0.1,0.3,0.7
kil,r_a-12422,akelig koud,-0.6,0.9,1.0
kil,r_a-12423,niet hartelijk,-0.6,1.0,1.0
kilometerslang,r_a-12574,heel lang,-0.1,0.5,0.7
kinderachtig,r_a-12424,voor kleine kinderen,-0.1,0.6,1.0
kinderachtig,r_a-12425,kleinzielig,-0.7,1.0,1.0
kinderlijk,r_a-12426,"als, van een kind",-0.2,0.8,1.0
kinderloos,r_a-12575,zonder kinderen,-0.5,0.6,0.7
kinds,r_a-12427,dement,-0.1,0.2,0.7
kiplekker,r_a-12428,fit,0.3,0.6,0.7
klaaglijk,r_a-12432,klagend,-0.7,1.0,0.7
klaar,r_a-12433,gereed,0.2,0.5,1.0
klaar,r_a-12434,duidelijk,0.5,0.7,1.0
klaar,r_a-12435,helder,0.4,0.6,1.0
klaarblijkelijk,r_a-12436,evident,0.0,0.6,1.0
klaarlicht,r_a-12437,geheel licht,0.5,0.6,0.7
klagen,c_545792,,-0.3,0.1,0.8
klagerig,r_a-12439,zeurderig,-0.4,1.0,0.7
klagerig,r_a-12691,veel klagend,-0.4,0.9,0.7
klam,r_a-12440,vochtig aanvoelend,-0.1,0.4,0.7
klassiek,r_a-12441,antiek,0.1,0.6,1.0
klassiek,r_a-12442,traditioneel,-0.1,0.9,1.0
klef,r_a-12445,kleverig en vochtig,-0.6,1.0,0.7
klein,r_a-12446,van karakter,-0.5,0.9,1.0
klein,r_a-12447,jong,0.1,0.4,1.0
kleinburgerlijk,r_a-12448,bekrompen,-0.6,0.7,0.7
kleinzerig,r_a-12452,al bang voor een beetje pijn,-0.6,0.9,0.7
kleinzielig,r_a-12453,kinderachtig,-0.7,1.0,0.9
klemmend,r_a-12455,dringend,-0.4,0.9,0.7
kleurig,r_a-12458,bont,-0.1,0.3,0.7
kleurloos,r_a-12459,"zonder kleur, saai",-0.5,0.7,0.7
kleurrijk,r_a-12580,bont,0.6,0.9,1.0
kleverig,r_a-12460,plakkerig,-0.4,0.5,0.9
klierig,r_a-12631,vervelend,0.0,0.9,0.7
klimatologisch,r_a-12581,mbt. het klimaat,-0.5,0.8,0.7
klinisch,r_a-12461,mbt. een kliniek,0.1,0.1,0.7
klinisch,r_a-12674,mbt. ziekteverschijnselen,0.1,0.1,0.7
klinkklaar,r_a-12462,puur,0.4,0.7,0.8
kloek,r_a-12463,flink,-0.5,0.6,0.7
kloek,r_a-12464,fors,0.1,0.4,0.7
kloosterlijk,r_a-12633,"klooster-, kloosterachtig",0.0,0.3,0.7
kloot,r_n-19887,,-0.2,0.4,0.8
klote,r_a-12634,rot,-0.5,1.0,0.7
kloten,r_v-3969,,-0.2,0.4,0.8
klucht,r_n-19899,,-0.6,0.8,0.8
kluchtig,r_a-12465,potsierlijk,0.3,1.0,0.7
klungelig,r_a-12635,onhandig,-0.6,1.0,0.8
knap,r_a-12466,intelligent,0.8,1.0,1.0
knap,r_a-12467,mooi om te zien,0.7,1.0,1.0
knap,r_a-12694,goed,0.6,0.9,1.0
knap,r_a-12695,beduidend,0.2,0.7,1.0
knap,r_a-12696,"goed, mooi",0.7,1.0,1.0
knapperig,r_a-12468,krokant,0.1,0.5,0.7
knobbelig,r_a-12583,vol knobbels,0.0,0.1,0.7
knoeierig,d_a-138213,,-0.5,0.9,0.7
knokig,r_a-12473,benig,-0.2,0.4,0.7
knullig,r_a-12474,onbeholpen,-0.6,0.9,1.0
knus,r_a-12475,gezellig,0.8,1.0,0.7
koddig,r_a-12476,grappig,0.5,0.9,0.7
koel,r_a-12477,fris,-0.6,0.9,0.7
koel,r_a-12478,niet hartelijk,-0.6,1.0,1.0
koel,r_a-12699,koelbloedig,-0.6,0.9,0.7
koeltjes,d_a-138856,,-0.6,1.0,0.7
kogelrond,r_a-12481,heel rond,0.0,0.2,0.7
kogelvrij,r_a-12482,bestand tegen kogels,0.1,0.1,0.7
kokendheet,r_a-12642,gloeiend heet,0.0,0.8,0.7
koket,r_a-12483,behaagziek,0.1,0.9,0.7
koket,r_a-12676,elegant,0.6,0.9,0.7
kolderiek,r_a-12484,dwaas,-0.8,1.0,0.9
koloniaal,r_a-12586,mbt. kolonie(s),-0.5,0.8,0.7
kolossaal,r_a-12485,enorm,0.2,0.9,1.0
komend,r_a-12587,toekomstig,0.0,0.1,0.7
komisch,r_a-12487,grappig,0.8,1.0,1.0
kommerlijk,d_a-140000,,-0.7,1.0,0.7
kommervol,d_a-140008,,-0.7,1.0,0.7
kooplustig,r_a-12649,koopgraag,0.1,0.2,0.7
koortsachtig,r_a-12491,gejaagd,-0.1,0.4,0.7
koortsig,r_a-12492,mbt. koorts,-0.2,0.3,0.7
kopen,r_v-4101,,0.1,0.0,0.9
kort,r_a-12498,lengte en afstand,0.0,0.3,1.0
kortaangebonden,r_a-12653,kortaf,-0.4,0.8,0.7
kortdurend,r_a-12591,kortstondig,0.1,0.6,0.7
kortzichtig,r_a-12501,"niet vooruitziend, niet ruimdenkend",-0.7,1.0,1.0
kostbaar,r_a-12504,duur,0.1,0.7,1.0
kostbaar,r_a-12505,waardevol,0.7,0.9,1.0
kostelijk,r_a-12506,uitstekend,0.9,1.0,1.0
kostenbesparend,r_a-12595,wat kosten bespaart,-0.3,0.7,0.7
koud,d_a-141757,van kleuren,-0.2,0.4,1.0
koud,r_a-12507,kil,-0.4,0.9,1.0
koud,r_a-12508,afstandelijk,-0.6,0.9,1.0
kouwelijk,r_a-12678,gevoelig voor kou,-0.2,0.4,0.7
kraakhelder,r_a-12597,heel helder,0.3,0.6,0.7
krachtdadig,r_a-12511,energiek,0.6,0.8,0.7
krachtig,c_546209,intensifier,0.1,0.9,0.7
krachtig,d_a-142225,mentaal sterk,0.7,1.0,1.0
krachtig,r_a-12512,fysiek sterk,0.6,0.9,1.0
krakkemikkig,r_a-12513,gammel,-0.5,0.8,0.7
krampachtig,r_a-12514,spastisch,-0.5,0.9,0.7
krampachtig,r_a-12679,met grote inspanning,-0.6,1.0,0.7
krankjorum,r_a-12516,krankzinnig,0.9,1.0,0.7
krankzinnig,r_a-12517,geestesziek,-0.6,0.6,1.0
krankzinnig,r_a-12518,idioot,-0.8,1.0,1.0
krap,r_a-12519,nauw,-0.2,0.6,0.7
krap,r_a-12701,zonder speelruimte,-0.1,0.6,0.7
kras,r_a-12520,vitaal,0.2,0.7,0.7
kras,r_a-12521,krachtig,0.4,0.8,0.7
kras,r_a-12522,moeilijk te geloven,0.3,0.9,0.7
kregelig,r_a-12524,kregel,-0.5,0.7,0.7
krengerig,r_a-12660,gemeen,-0.3,0.4,0.7
kreupel,r_a-12526,mank,-0.4,0.8,0.7
kreupel,r_a-12680,gebrekkig,-0.4,0.8,0.7
kribbig,r_a-12527,geïrriteerd,-0.4,1.0,0.7
kriebelig,r_a-12662,geprikkeld,0.5,1.0,0.7
kriebelig,r_a-12681,klein geschreven,-0.1,1.0,0.7
krijgshaftig,r_a-12529,moedig,0.3,0.9,0.7
kristalhelder,r_a-12600,heel helder,0.5,0.6,0.7
kritisch,r_a-12531,met veel kritiek,-0.2,0.9,1.0
kritisch,r_a-12532,grondig onderzoekend,0.2,0.7,1.0
krokant,r_a-12533,knapperig,0.1,0.5,0.7
krom,r_a-12535,niet volgens een rechte lijn,0.0,0.1,1.0
krom,r_a-12702,verkeerd,-0.5,0.9,1.0
kronkelig,r_a-12604,vol kronkels,-0.2,0.4,0.7
kroostrijk,r_a-12667,met veel kinderen,0.1,0.1,0.7
krukkig,r_a-12541,onhandig,-0.1,0.6,0.7
kubistisch,r_a-12606,mbt. kubisme,0.0,0.1,0.7
kunsthistorisch,r_a-12607,mbt. de kunstgeschiedenis,0.0,0.0,0.7
kunstig,r_a-12545,ingenieus,0.6,1.0,1.0
kunstminnend,r_a-12670,kunstlievend,0.5,0.9,0.7
kurkdroog,r_a-12608,heel droog,0.0,0.1,0.7
kwaad,r_a-12609,boos,-0.6,0.7,1.0
kwaad,r_a-12703,boosaardig,-0.7,0.9,1.0
kwaadaardig,r_a-12549,gemeen,-0.6,1.0,0.7
kwalijk,r_a-12551,niet gewenst,-0.6,1.0,1.0
kwalijk,r_a-12552,ongunstig,-0.6,0.9,1.0
kwalitatief,r_a-12553,mbt. de kwaliteit,0.4,0.8,0.7
kwestieus,d_a-145817,,-0.4,0.9,0.7
kwetsbaar,r_a-12555,teer,-0.1,0.8,1.0
kwiek,r_a-12556,levendig,0.6,0.7,0.7
kwijt,r_a-12557,weg,-0.4,0.7,1.0
kwistig,r_a-16624,niet zuinig,-0.1,0.5,0.7
laag,r_a-12102,dicht bij grond,0.0,0.3,1.0
laag,r_a-12103,met een kleine waarde,-0.3,0.4,1.0
laag,r_a-12104,van geluid,0.0,0.3,1.0
laag,r_a-12105,laaggeplaatst,-0.2,0.4,1.0
laag,r_a-12106,gemeen,-0.7,1.0,1.0
laag-bij-de-gronds,r_a-12107,platvloers,-0.6,0.8,0.7
laaghartig,r_a-12108,gemeen,-0.9,1.0,0.7
laaiend,r_a-12109,hoog opschietend,0.2,0.6,1.0
laakbaar,r_a-12110,afkeurenswaardig,-0.6,0.9,0.7
laat,c_545369,verder in de tijd,-0.3,0.6,1.0
